job_id,status,scoreable,probe,excitation_seed,imu_seed,position,object_id,surface_id,gamma_commanded,condition,horizon_s,dependency
M4.s910006.A.mat.g0.00.pregrasp_hold,planned_requires_probe_runner,false,M4,910006,930006,A,wood_cube,mat,0.00,pregrasp_hold,6,
M5.s910006.A.mat.g0.00.immediate_release,planned_requires_probe_runner,false,M5,910006,930006,A,wood_cube,mat,0.00,immediate_release,9,
M5.s910006.A.mat.g0.00.motion_aware_release,planned_requires_probe_runner,false,M5,910006,930006,A,wood_cube,mat,0.00,motion_aware_release,9,
M5.s910006.A.mat.g0.00.yoked_wait_release,planned_requires_probe_runner,false,M5,910006,930006,A,wood_cube,mat,0.00,yoked_wait_release,9,M5.s910007.A.mat.g0.00.motion_aware_release
M4.s910006.A.mat.g0.60.pregrasp_hold,planned_requires_probe_runner,false,M4,910006,930006,A,wood_cube,mat,0.60,pregrasp_hold,6,
M5.s910006.A.mat.g0.60.immediate_release,planned_requires_probe_runner,false,M5,910006,930006,A,wood_cube,mat,0.60,immediate_release,9,
M5.s910006.A.mat.g0.60.motion_aware_release,planned_requires_probe_runner,false,M5,910006,930006,A,wood_cube,mat,0.60,motion_aware_release,9,
M5.s910006.A.mat.g0.60.yoked_wait_release,planned_requires_probe_runner,false,M5,910006,930006,A,wood_cube,mat,0.60,yoked_wait_release,9,M5.s910007.A.mat.g0.60.motion_aware_release
M4.s910006.A.mat.g0.95.pregrasp_hold,planned_requires_probe_runner,false,M4,910006,930006,A,wood_cube,mat,0.95,pregrasp_hold,6,
M5.s910006.A.mat.g0.95.immediate_release,planned_requires_probe_runner,false,M5,910006,930006,A,wood_cube,mat,0.95,immediate_release,9,
M5.s910006.A.mat.g0.95.motion_aware_release,planned_requires_probe_runner,false,M5,910006,930006,A,wood_cube,mat,0.95,motion_aware_release,9,
M5.s910006.A.mat.g0.95.yoked_wait_release,planned_requires_probe_runner,false,M5,910006,930006,A,wood_cube,mat,0.95,yoked_wait_release,9,M5.s910007.A.mat.g0.95.motion_aware_release
M1.s910007.A.mat.g0.00.hold,planned_requires_probe_runner,false,M1,910007,930007,A,none,mat,0.00,hold,6,
M1.s910007.A.mat.g0.60.hold,planned_requires_probe_runner,false,M1,910007,930007,A,none,mat,0.60,hold,6,
M1.s910007.A.mat.g0.95.hold,planned_requires_probe_runner,false,M1,910007,930007,A,none,mat,0.95,hold,6,
M2.s910007.A.mat.g0.00.same_reference_static,planned_requires_probe_runner,false,M2,910007,930007,A,none,mat,0.00,same_reference_static,6,M1.s910007.A.mat.g0.60.hold
M2.s910007.A.mat.g0.60.same_reference_vibrating,planned_requires_probe_runner,false,M2,910007,930007,A,none,mat,0.60,same_reference_vibrating,6,M1.s910007.A.mat.g0.60.hold
M1.s910007.B.mat.g0.00.hold,planned_requires_probe_runner,false,M1,910007,930007,B,none,mat,0.00,hold,6,
M1.s910007.B.mat.g0.60.hold,planned_requires_probe_runner,false,M1,910007,930007,B,none,mat,0.60,hold,6,
M1.s910007.B.mat.g0.95.hold,planned_requires_probe_runner,false,M1,910007,930007,B,none,mat,0.95,hold,6,
M2.s910007.B.mat.g0.00.same_reference_static,planned_requires_probe_runner,false,M2,910007,930007,B,none,mat,0.00,same_reference_static,6,M1.s910007.B.mat.g0.60.hold
M2.s910007.B.mat.g0.60.same_reference_vibrating,planned_requires_probe_runner,false,M2,910007,930007,B,none,mat,0.60,same_reference_vibrating,6,M1.s910007.B.mat.g0.60.hold
M3.s910007.A.metal.g0.00.predict_grasp,planned_requires_probe_runner,false,M3,910007,930007,A,wood_cube,metal,0.00,predict_grasp,10,
M3.s910007.A.metal.g0.60.predict_grasp,planned_requires_probe_runner,false,M3,910007,930007,A,wood_cube,metal,0.60,predict_grasp,10,
M3.s910007.A.metal.g0.95.predict_grasp,planned_requires_probe_runner,false,M3,910007,930007,A,wood_cube,metal,0.95,predict_grasp,10,
M3.s910007.A.mat.g0.00.predict_grasp,planned_requires_probe_runner,false,M3,910007,930007,A,wood_cube,mat,0.00,predict_grasp,10,
M3.s910007.A.mat.g0.60.predict_grasp,planned_requires_probe_runner,false,M3,910007,930007,A,wood_cube,mat,0.60,predict_grasp,10,
M3.s910007.A.mat.g0.95.predict_grasp,planned_requires_probe_runner,false,M3,910007,930007,A,wood_cube,mat,0.95,predict_grasp,10,
M4.s910007.A.mat.g0.00.pregrasp_hold,planned_requires_probe_runner,false,M4,910007,930007,A,wood_cube,mat,0.00,pregrasp_hold,6,
M5.s910007.A.mat.g0.00.immediate_release,planned_requires_probe_runner,false,M5,910007,930007,A,wood_cube,mat,0.00,immediate_release,9,
M5.s910007.A.mat.g0.00.motion_aware_release,planned_requires_probe_runner,false,M5,910007,930007,A,wood_cube,mat,0.00,motion_aware_release,9,
M5.s910007.A.mat.g0.00.yoked_wait_release,planned_requires_probe_runner,false,M5,910007,930007,A,wood_cube,mat,0.00,yoked_wait_release,9,M5.s910000.A.mat.g0.00.motion_aware_release
M4.s910007.A.mat.g0.60.pregrasp_hold,planned_requires_probe_runner,false,M4,910007,930007,A,wood_cube,mat,0.60,pregrasp_hold,6,
M5.s910007.A.mat.g0.60.immediate_release,planned_requires_probe_runner,false,M5,910007,930007,A,wood_cube,mat,0.60,immediate_release,9,
M5.s910007.A.mat.g0.60.motion_aware_release,planned_requires_probe_runner,false,M5,910007,930007,A,wood_cube,mat,0.60,motion_aware_release,9,
M5.s910007.A.mat.g0.60.yoked_wait_release,planned_requires_probe_runner,false,M5,910007,930007,A,wood_cube,mat,0.60,yoked_wait_release,9,M5.s910000.A.mat.g0.60.motion_aware_release
M4.s910007.A.mat.g0.95.pregrasp_hold,planned_requires_probe_runner,false,M4,910007,930007,A,wood_cube,mat,0.95,pregrasp_hold,6,
M5.s910007.A.mat.g0.95.immediate_release,planned_requires_probe_runner,false,M5,910007,930007,A,wood_cube,mat,0.95,immediate_release,9,
M5.s910007.A.mat.g0.95.motion_aware_release,planned_requires_probe_runner,false,M5,910007,930007,A,wood_cube,mat,0.95,motion_aware_release,9,
M5.s910007.A.mat.g0.95.yoked_wait_release,planned_requires_probe_runner,false,M5,910007,930007,A,wood_cube,mat,0.95,yoked_wait_release,9,M5.s910000.A.mat.g0.95.motion_aware_release
